1,2.706,6.635
2,4.605,9.21
3,6.251,11.345
4,7.779,13.277
5,9.236,15.086
6,10.645,16.812
7,12.017,18.475
8,13.362,20.09
9,14.684,21.666
10,15.987,23.209
11,17.275,24.725
12,18.549,26.217
13,19.812,27.688
14,21.064,29.141
15,22.307,30.578
16,23.542,32
17,24.769,33.409
18,25.989,34.805
19,27.204,36.191
